comment,toxic,threat,insult,discrimination
"""

 Four Versions of The Rescuers Down Under, Three Versions of Fantasia & Two versions of Robin Hood Robin Hood

The Rescuers Down Under has four versions and they are.

Version 1 released: September 20,1991

Tape master: Vertical White label texture 

1. 1984 FBI Warnings

2. 1986 WHDV logo

3. Preview for The Jungle Book

4. 1991 """"FEATURE PRESENTATION"""" logo

5. 1989 classics logo

Version 2 released: February 28, 1992

Tape master: Horizontal Silk-screening

Same thing last tape had

Version 3 released: April 10, 1992

Tape master: Same as last time

1. 1992 FBI Warnings

2. 1986 WDHV logo

3. Preview for The Jungle Book

4. Preview for Robin Hood

5. 1992 Feature Presentation logo

6. 1989 classics logo

Version 4 released: March 26, 1993

Tape master: Same as last time

1. 1992 FBI Warnings

2. 1989 classics logo

There are three versions of Fantaisa and they are.

Version 1 released: November 1, 1991

Tape master: Vertical Gold label

1. 1984 FBI Warnings

2. 1989 classics logo

Version 2 released: February 28, 1992

Tape master: Horizontal silk-screening

Same thing the last tape had

Version 3 released: March 26,1993

Tape master: Same as last time

1. 1992 FBI Warnings

2. Trailer for Beauty and the Beast

3. 1992 Feature Presentation logo

4. 1989 classics logo

And here is the two versions of Robin Hood.

Version 1 released: July.12,1991

Tape master: Horizontal silk-screening

1. 1984 FBI Warnings

2. 1986 WDHV logo

3. Preview for The Jungle Book

4. Preview for The Rescuers Down Under

5. 1991 FEATURE PRESENTATION logo

6. Cut-short version of the 1989 classics logo

Version 2 released: February 28, 1992

Tape master: Same as last time

1. 1992 FBI Warnings

2. 1988 proto-type classics logo

That's how it really was. Next time, think about this before you tell Imax80 about it.  16:43, 25 March 2007""",0,0,0,0
"Yes, it is brilliant PR.  He had a meltdown on television.  So they've turned it around as an asset, as if this illustrates Cramer's independence and advocacy for the small investor.  He's already made his $50-$100 million.  And now he sells books.  Do you ever hear that he donates profits from his books to charity?",0,0,0,0
"unblock|unblock my restriction from editing you jackasses....I'm just trying to edit like everyone else does. My first post was serious and constructive, but these douche bags deleted it immediately and warned me!!? If you did that shit to everyone, you wouldn't have anything on this site. Its bullshit, just cause I didn't create an account doesn't mean that the stuff I edit isn't legit...so piss off",1,0,1,0
"Hey Fat and Beardy 

I check the Sock Puppet page a few times a year to make sure your retarded, fat ass has not put the WikiTan image back. You are sticky with pocky, you are sad and fat and beardy and I beat you like a retarded dog. I just want you to never, ever forget the time you reverted my change and I kicked your tubby ass. Never forget that, Ned, ever. You can run around Wikipedia with your fellow Simpsons CP obesessives for the rest of your life but don't forget, I kicked your anime ass off a page and made Wikipedia better for it.",0,0,1,0
THIS MAN SHOULD BE SHOT FOR WAR CRIMES AND MURDER,1,1,0,0
"My comment about punk fashion should not have been removed as i know many punks who disagree with the word fashion being used with the word punk, and i think they know best",0,0,0,0
"Oh yeah, if you're too lazy to fix the tags yourself, and letting a bot do all your work, you're supporting artifical intelligences' universal takeover in 2020. Stop it. Kill it now.",0,0,0,0
"Great addition to Hroðgar! If Neil Gaiman has written the script to an upcoming version of Beowulf, it has the promise of becoming a much talked about movie.",0,0,0,0
"sleep and wikipedians 

anybody out here who cant sleep? I have been up all night on wiktionary adn its now0727local time. strange",0,0,0,0
Ahh I see. But do you think it really warrants a mention on the disambig page given that there is no article about it? I don't think it's related to file system permissions at all. The lead section already suggests the meaning well enough.  intgr [talk],0,0,0,0
"re map needed
The map needed is not the usual province-wide map, whether that's terrain or RD based or whatever; a local regional map showing hte diversion tunnel, the western end and intakes of the Nechako Reservoir and Kitimat and the powerline to it should be shown; the same map could maybe be used to illustrate the Kitlope and other parks in the area.",0,0,0,0
"""

 Niggard PLEASE! 

The niggardly nigger niggerly niggered a nickel from his nigga! He was heard saying, """"can a nigga spare a nickel?""""

I firmly believe this is proof the the politically correct should be impaled on stakes and left for dead. Or placed into death camps and given no showers for months and then informing them that """"showers"""" are now available... turn on the gas, dig pits, and bulldoze their corpses into them. Burn them, piss on them, then plow them over. 

 PEOPLE! QUIT PANDERING TO LAZY, STUPID, GOOD-FOR-NOTHING, WELFARE-GRUBBING, CRACK-SMOKING, FILTHY, STINKY NIGGERS! """,1,1,1,1
"I strongly feel that the content of these lists should remain. I agree that there is an issue with some information requiring citations and some information being in a list format which might be better in prose. However the great majority of the information is extremely valuable and relevant. The UK's overall contribution to science and technology, and technological innovations, is arguably the largest of any nation over the last 300 years. The last 300 years have also seen by far the greatest technological progress in human history. This is very important content. The science and technology section in, for example, the Russia article is far larger in terms of total words.",0,0,0,0
"""It's funny how the first people to throw around """"possible motives"""" are always the ones who get it absolutely wrong. They get it so completely wrong with all their guesses it's almost as if they weren't guesses at all, but intentional deception. It's pretty obvious at this point to anyone who can think that this guy Ivins was a Mossad asset. He was a Jew carrying out a false-flag operation as Jews do, he pretended to be a muslim terrorist, he and his government pals wanted to...remove...a certain muslim researcher, while manufacturing some more fear of muslim """"terrorism"""" to get the American goyim more enthusiastic about letting themselves be slaughtered in Jew wars for Israel. Oh, you thought your """"soldiers"""" use those pathetically insufficient body armors and faulty rifles cuz there's not enough money? And so it goes. I'm not ruling out the possibility that this Ivins guy and his Zionist Bolshevist friends do this sort of stuff just as naturally as lions eat sheep, instinctively, but there may have been another motive for it as well. They don't want their enemies, muslims and other goyim, standing around when they're developing sophisticated biological weapons to take out entire races of humans, perhaps only sparing the God's Chosen, the Master Race by any other name. The Jews were the real """"Nazis"""" all along. Fools.   

""",0,0,0,1
"Terrorize 
I will terrorise you for as long as you live - you are an arrogant, disgusting and rude excuse for a human being & you are going to die soon so I suggest you stop threatening people you bastard.",1,1,1,0
"""
You do seem to be rather an impetuous person Coffee; I expect you'll grow out of it.    (talk) """,0,0,0,0
"""

 Chetniks in Ukriane 

Why have I been reverted three times when it comes to this fact? How can you revert someone for adding information that is true? Three times. Unbelievable, it's as if this is the new Uncyclopedia. 

Here are the sources:
The only way that this is false is if these people are not people, but magic space lizards that are not real, like ,   and  seem to believe. And if that's the case then, you better cite your sources.   """,0,0,0,0
If you guy are such stupid you should stop editing at wikipedia and go to play quake 395.61.18.160,1,0,1,0
"nigger dick shit 

YOU ARE A BIG NIGGER DICK SHIT",1,0,1,1
Andante1980 GET A LIFE,1,0,0,0
Why are you deleting my comments dude? You are funny xD,0,0,0,0
"I have not been able to find either of the two locations from a quick search. I'll let you know if I'll dig further into it. Cheers,  (Talk)",0,0,0,0
"Please stop. If you continue to vandalize pages, you will be blocked from editing Wikipedia.     talkdeeds",0,0,0,0
Everyone is tired of all of this. The situation has been explained I was anexpert notified to look into this. What is the answer to this situation once and for all,0,0,0,0
"other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them.",1,0,0,1
